Amount_HYPE_HyperEVM,price_HYPE_HyperEVM,price_HYPE_HyperCORE,delta_USD,arb_profit,block_number,datetime
278.4467509239128,24.196584594999997,24.321077777777777,0.12449318277777756,24.61801969164659,3679960.1555555556,2025-05-11 14:00:00+00:00
565.3043994172514,24.296380084578313,24.465,0.16861991542168622,104.0456774180904,3681651.012048193,2025-05-11 15:00:00+00:00
1005.2400612245209,24.065656691547616,24.16827380952381,0.10261711797619066,102.43085073765,3683489.5714285714,2025-05-11 16:00:00+00:00
866.7111485270655,24.296469934,24.41535,0.1188800659999989,190.451242930304,3685899.75,2025-05-11 17:00:00+00:00
908.7736131873256,24.72472699833333,24.867785714285713,0.14305871595238157,129.22938262148125,3687406.476190476,2025-05-11 18:00:00+00:00
191.17888608244309,24.815356736666665,24.858333333333334,0.042976596666666096,2.624210562918226,3689201.0555555555,2025-05-11 19:00:00+00:00
466.90813464083385,24.70741528826087,24.80030434782609,0.09288905956521777,50.38454206165157,3691286.275362319,2025-05-11 20:00:00+00:00
422.0223182988075,24.89536959,25.014642857142857,0.11927326714285605,66.72892005128776,3693158.1785714286,2025-05-11 21:00:00+00:00
410.41687044375396,25.01875356914286,25.20775714285714,0.1890035737142847,76.14518062895067,3694250.5428571426,2025-05-11 22:00:00+00:00
45.0345376425,24.94954402666667,25.0365,0.08695597333333237,2.294559245740236,3696217.6666666665,2025-05-11 23:00:00+00:00
141.0969169977162,24.994782030625,25.1090625,0.11428046937499954,8.1948837221816,3698680.1875,2025-05-12 00:00:00+00:00
436.74181698790295,24.425761832800003,24.54328,0.11751816719999832,67.18422820263343,3700926.44,2025-05-12 01:00:00+00:00
814.1089641239582,24.519230116363637,24.637436363636365,0.11820624727272687,111.76538571218516,3702397.327272727,2025-05-12 02:00:00+00:00
298.38033308899,24.562761918285712,24.636171428571426,0.07340951028571574,20.69381283642565,3704223.2,2025-05-12 03:00:00+00:00
452.1826525484012,24.63180397521739,24.692304347826088,0.06050037260869673,33.20863237762451,3705724.8260869565,2025-05-12 04:00:00+00:00
466.8231950233477,24.64637868342105,24.73013157894737,0.08375289552631539,40.64755067669041,3707743.0789473685,2025-05-12 05:00:00+00:00
620.6209849221975,24.764162314404764,24.852000000000004,0.08783768559523718,84.86865028334866,3709820.1071428573,2025-05-12 06:00:00+00:00
257.2171979062008,25.311265910751448,25.46512138728324,0.15385547653179207,25.636572764931696,3711240.572254335,2025-05-12 07:00:00+00:00
428.82859553701815,25.04203984531915,25.201771276595746,0.15973143127659586,103.92020193002281,3713597.64893617,2025-05-12 08:00:00+00:00
442.4997432109935,25.286001059310344,25.336706896551725,0.050705837241380176,19.937274665243475,3715203.879310345,2025-05-12 09:00:00+00:00
289.9097047011114,24.980876939523814,25.072142857142858,0.09126591761904645,28.01001956355962,3717202.595238095,2025-05-12 10:00:00+00:00
633.062499828212,25.01459886888889,25.13886111111111,0.12426224222222206,109.1676313526986,3718540.6666666665,2025-05-12 11:00:00+00:00
856.5997541302291,24.844458532244897,24.921632653061227,0.07717412081632669,64.70528576830385,3721239.1428571427,2025-05-12 12:00:00+00:00
446.69257838078744,25.0481963109434,25.161632075471697,0.11343576452830141,62.286519048025134,3722653.7641509436,2025-05-12 13:00:00+00:00
295.5748844092533,25.026166636301372,25.131657534246578,0.10549089794520466,40.76875721798724,3724434.7534246575,2025-05-12 14:00:00+00:00
219.09239080520715,24.7313179565,24.794416666666667,0.06309871016666586,12.288271556561142,3726543.783333333,2025-05-12 15:00:00+00:00
217.3074387429517,24.51765565910204,24.597579591836734,0.07992393273469325,12.821885703617726,3728356.444897959,2025-05-12 16:00:00+00:00
375.35803661252163,24.529029604285714,24.58142857142857,0.052398967142856585,36.40411159402989,3730070.7551020407,2025-05-12 17:00:00+00:00
257.2062548603438,23.745887267058826,23.82550588235294,0.07961861529411692,34.488723663530266,3732255.7647058824,2025-05-12 18:00:00+00:00
362.65958741664207,23.92157862891089,24.08479702970297,0.16321840079207905,49.06377588509503,3733747.0396039602,2025-05-12 19:00:00+00:00
423.2369263754364,24.309547743666663,24.425700000000003,0.11615225633333388,81.57393790426539,3735747.111111111,2025-05-12 20:00:00+00:00
340.4158077337186,24.620670716521737,24.632565217391303,0.011894500869564981,2.3193536466683162,3737631.913043478,2025-05-12 21:00:00+00:00
727.7644065344032,24.661968471333335,24.740355555555556,0.07838708422222183,74.60833184107187,3739633.7333333334,2025-05-12 22:00:00+00:00
659.7569268643708,24.881419053571427,24.962,0.08058094642857241,63.723378633456356,3741082.589285714,2025-05-12 23:00:00+00:00
277.174347525701,24.495391724666668,24.52,0.024608275333331833,5.291634422480773,3743401.3333333335,2025-05-13 00:00:00+00:00
412.7364307722461,24.18823306116279,24.285697674418607,0.09746461325581415,42.78544637498831,3745260.534883721,2025-05-13 01:00:00+00:00
535.981904097467,23.631649044347824,23.70223913043478,0.07059008608695669,57.80253186446137,3747328.065217391,2025-05-13 02:00:00+00:00
250.50838643884614,23.559581532051283,23.632487179487182,0.0729056474358972,19.2777228321387,3748731.717948718,2025-05-13 03:00:00+00:00
444.1985935002878,23.78312091765432,23.878271604938273,0.09515068728395168,39.58861328090285,3750722.4567901236,2025-05-13 04:00:00+00:00
373.00280658955137,23.89042873842105,23.97978947368421,0.08936073526315845,29.617987348059433,3752306.3684210526,2025-05-13 05:00:00+00:00
861.5555790771874,24.158651913750003,24.283864583333337,0.1252126695833318,122.54315978368402,3754300.1354166665,2025-05-13 06:00:00+00:00
